Target,PE_Firm,Entry_Transaction_ID,Entry_Date,Exit_Transaction_ID,Exit_Date,reprisk_id,Company,sectors,no_reported_risk_exposure
Ohio Commerce Bank,Peoples Bank,SPTRD187939,2013-10-11,,,1277274,Ohio Commerce Bank,Financial Services,True
Ohio Commerce Bank,"Capitol Bancorp, Ltd. (:CBCR.Q)",,,SPTRD149650,2010-06-30,1277274,Ohio Commerce Bank,Financial Services,True
Ohio Commerce Bank,Ohio Commerce Bank,,,SPTRD187939,2013-10-11,1277274,Ohio Commerce Bank,Financial Services,True
One Communications Corp.,Earthlink Holdings Corp. (:ELNK),SPTRD155880,2011-04-01,,,46231,One Communications Corp.,Technology Hardware and Equipment,True
One Communications Corp.,One Communications Corp. (:CWONQ),,,SPTRD155880,2011-04-01,46231,One Communications Corp.,Technology Hardware and Equipment,True
"onTargetjobs, Inc.","DHI Group, Inc. (NYSE:DHX)",SPTRD190768,2013-11-07,,,1022623,"onTargetjobs, Inc.",Support Services (Industrial Goods and Services),True
"onTargetjobs, Inc.",Warburg Pincus LLC,,,SPTRD190768,2013-11-07,1022623,"onTargetjobs, Inc.",Support Services (Industrial Goods and Services),True
"Onvoy, Inc.","Zayo Group, LLC",SPTRD136834,2007-11-07,,,1046923,"Onvoy, Inc.",Telecommunications,True
"Onvoy, Inc.",GTCR LLC,SPTRD209847,2016-05-04,,,1046923,"Onvoy, Inc.",Telecommunications,True
"Onvoy, Inc.","Onvoy, LLC",,,SPTRD136834,2007-11-07,1046923,"Onvoy, Inc.",Telecommunications,True
"Onvoy, Inc.","Communications Infrastructure Investments, LLC",,,SPTRD209847,2016-05-04,1046923,"Onvoy, Inc.",Telecommunications,True
Open Invest Co.,JPMorgan Chase & Co. (NYSE:JPM),SPTRD1890072,2021-08-05,,,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,Andreessen Horowitz LLC,,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,"Wireframe Management, LLC",,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,AAC Capital Partners,,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,Open Invest Co.,,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,"Y Combinator Management, LLC",,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Invest Co.,AVF Management LLC,,,SPTRD1890072,2021-08-05,579014,Open Invest Co.,Financial Services,True
Open Range Communications Inc.,TotheHome.com,SPTRD583670,,,,1044553,Open Range Communications Inc.,Telecommunications,True
Open Range Communications Inc.,"OEP Capital Advisors, L.P.",,,SPTRD583670,,1044553,Open Range Communications Inc.,Telecommunications,True
"Open Range Communications, Inc.","OEP Capital Advisors, L.P.",SPTRD143678,2009-01-09,,,1044553,"Open Range Communications, Inc.",Telecommunications,True
"Open Range Communications, Inc.",Open Range Communications Inc.,,,SPTRD143678,2009-01-09,1044553,"Open Range Communications, Inc.",Telecommunications,True
"Open Sky Media, Inc.",Hadley Capital,SPTRD453563,2011-01-31,,,1056228,"Open Sky Media, Inc.",Telecommunications,True
"Open Sky Media, Inc.","Conley Publishing Group, Ltd.",,,SPTRD453563,2011-01-31,1056228,"Open Sky Media, Inc.",Telecommunications,True
Openwave Systems Inc.,"Harbinger Capital Partners Master Fund I, Ltd.",SPTRD696559,,,,14402,Openwave Systems Inc.,Software and Computer Services,True
Openwave Systems Inc.,Harbinger Capital Partners LLC,SPTRD696559,,,,14402,Openwave Systems Inc.,Software and Computer Services,True
Openwave Systems Inc.,"Harbinger Capital Partners Special Situations Fund, L.P.",SPTRD696559,,,,14402,Openwave Systems Inc.,Software and Computer Services,True
Openwave Systems Inc.,"Great Elm Group, Inc. (NASDAQGS:GEG)",,,SPTRD696559,,14402,Openwave Systems Inc.,Software and Computer Services,True
Opsware Inc.,HP Inc. (NYSE:HPQ),SPTRD411352,2007-09-14,,,608738,Opsware Inc.,Personal and Household Goods | Software and Computer Services,True
Opsware Inc.,Integral Capital Partners,,,SPTRD411352,2007-09-14,608738,Opsware Inc.,Personal and Household Goods | Software and Computer Services,True
"Optigas, Inc.","The Ceritas Group, LLC",SPTRD167814,2006-03-21,,,1224328,"Optigas, Inc.",Utilities,True
"Optigas, Inc.","Optigas, Inc.",,,SPTRD167814,2006-03-21,1224328,"Optigas, Inc.",Utilities,True
"optionsXpress Holdings, Inc.",The Charles Schwab Corporation (NYSE:SCHW),SPTRD157173,2011-09-01,,,9161,"optionsXpress Holdings, Inc.",Financial Services,False
"optionsXpress Holdings, Inc.","optionsXpress Holdings, Inc. (:OXPS)",,,SPTRD157173,2011-09-01,9161,"optionsXpress Holdings, Inc.",Financial Services,False
Opus Bank,"Pacific Premier Bank, National Association",SPTRD1703417,2020-05-31,,,152758,Opus Bank,Banks,False
Opus Bank,Opus Bank (:OPB),,,SPTRD1703417,2020-05-31,152758,Opus Bank,Banks,False
"OrangeSoda, Inc.",Deluxe Corporation (NYSE:DLX),SPTRD164279,2012-05-31,,,1234328,"OrangeSoda, Inc.",Software and Computer Services,False
"OrangeSoda, Inc.","Web.com Group, Inc. (:WEB)",,,SPTRD164279,2012-05-31,1234328,"OrangeSoda, Inc.",Software and Computer Services,False
ORBCOMM Inc.,GI Manager L.P,SPTRD1858853,2021-09-01,,,41905,ORBCOMM Inc.,Telecommunications,True
ORBCOMM Inc.,MH Equity Investors,,,SPTRD1858853,2021-09-01,41905,ORBCOMM Inc.,Telecommunications,True
ORBCOMM Inc.,"PCG Capital Partners, LLC",,,SPTRD1858853,2021-09-01,41905,ORBCOMM Inc.,Telecommunications,True
ORBCOMM Inc.,"Northwood Ventures, L.L.C.",,,SPTRD1858853,2021-09-01,41905,ORBCOMM Inc.,Telecommunications,True
ORBCOMM Inc.,"Torch Hill Investment Partners, L.L.C.",,,SPTRD1858853,2021-09-01,41905,ORBCOMM Inc.,Telecommunications,True
ORBCOMM Inc.,ORBCOMM Inc. (:ORBC),,,SPTRD1858853,2021-09-01,41905,ORBCOMM Inc.,Telecommunications,True
"Orbitz Worldwide, Inc.",Travelport Inc.,SPTRD150504,2010-01-26,,,4295,"Orbitz Worldwide, Inc.",Travel and Leisure,False
"Orbitz Worldwide, Inc.",PAR Investment Partners L.P.,SPTRD150506,2010-01-26,,,4295,"Orbitz Worldwide, Inc.",Travel and Leisure,False
"Orbitz Worldwide, Inc.","Expedia Group, Inc. (NASDAQGS:EXPE)",SPTRD200129,2015-09-17,,,4295,"Orbitz Worldwide, Inc.",Travel and Leisure,False
"Orbitz Worldwide, Inc.","Orbitz Worldwide, Inc. (:OWW)",,,SPTRD200129,2015-09-17,4295,"Orbitz Worldwide, Inc.",Travel and Leisure,False
Orphan Medical Inc.,Jazz Pharmaceuticals plc (NASDAQGS:JAZZ),SPTRD418254,2005-06-27,,,1313834,Orphan Medical Inc.,Health Care Equipment and Services,True
Orphan Medical Inc.,Alta Partners LP,,,SPTRD418254,2005-06-27,1313834,Orphan Medical Inc.,Health Care Equipment and Services,True
Orphan Medical Inc.,UBS Capital Americas,,,SPTRD418254,2005-06-27,1313834,Orphan Medical Inc.,Health Care Equipment and Services,True
Orphan Medical Inc.,"Alta Biopharma II, L.P.",,,SPTRD418254,2005-06-27,1313834,Orphan Medical Inc.,Health Care Equipment and Services,True
Orphan Medical Inc.,OrbiMed Advisors LLC,,,SPTRD418254,2005-06-27,1313834,Orphan Medical Inc.,Health Care Equipment and Services,True
"Osmose Holdings, Inc.","Oaktree Capital Management, L.P.",SPTRD164836,2012-05-04,,,288126,"Osmose Holdings, Inc.",Chemicals,True
"Osmose Holdings, Inc.","Osmose Holdings, Inc.",,,SPTRD164836,2012-05-04,288126,"Osmose Holdings, Inc.",Chemicals,True
Otelco Inc.,"Oak Hill Capital Management, LLC",SPTRD1756891,2021-03-31,,,35793,Otelco Inc.,Telecommunications,True
Otelco Inc.,NetSpeed LLC (:OTEL),,,SPTRD1756891,2021-03-31,35793,Otelco Inc.,Telecommunications,True
Out Of Home America Inc.,"Graue Mill Partners, LLC",SPTRD530567,2012-01-12,,,1057213,Out Of Home America Inc.,Telecommunications,True
Out Of Home America Inc.,"Charlotte Street Partners, LLC",SPTRD530567,2012-01-12,,,1057213,Out Of Home America Inc.,Telecommunications,True
Out Of Home America Inc.,Out Of Home America Inc.,,,SPTRD530567,2012-01-12,1057213,Out Of Home America Inc.,Telecommunications,True
"Outdoor Channel Holdings, Inc.","KSE Sportsman Media, Inc.",SPTRD167934,,,,38454,"Outdoor Channel Holdings, Inc.",Media,False
"Outdoor Channel Holdings, Inc.","InterMedia Outdoors Holdings, Inc.",SPTRD470605,,,,38454,"Outdoor Channel Holdings, Inc.",Media,False
"Outdoor Channel Holdings, Inc.","Outdoor Channel Holdings, Inc. (:OUTD)",,,SPTRD167934,,38454,"Outdoor Channel Holdings, Inc.",Media,False
"Outdoor Channel Holdings, Inc.",Musk Ox Investments LP,,,SPTRD470605,,38454,"Outdoor Channel Holdings, Inc.",Media,False
"Outdoor Channel Holdings, Inc.","UTR, LLC",,,SPTRD470605,,38454,"Outdoor Channel Holdings, Inc.",Media,False
Outerwall Inc.,"Apollo Global Management, Inc. (NYSE:APO)",SPTRD214635,2016-09-27,,,116531,Outerwall Inc.,Retail,True
Outerwall Inc.,"Coinstar, LLC (:OUTR)",,,SPTRD214635,2016-09-27,116531,Outerwall Inc.,Retail,True
Outlook Group Corp.,"Milestone Partners Management Co., L.P.",SPTRD576648,2006-07-26,,,1451714,Outlook Group Corp.,Automobiles and Parts,True
Outlook Group Corp.,"Milestone Partners II, L.P.",SPTRD576648,2006-07-26,,,1451714,Outlook Group Corp.,Automobiles and Parts,True
Outlook Group Corp.,John Hancock Life Insurance Company,SPTRD576648,2006-07-26,,,1451714,Outlook Group Corp.,Automobiles and Parts,True
Outlook Group Corp.,Outlook Group LLC (:OUTL),,,SPTRD576648,2006-07-26,1451714,Outlook Group Corp.,Automobiles and Parts,True
Outsourcing Solutions Inc.,"Madison Dearborn Partners, LLC",SPTRD481712,1999-12-14,,,1033253,Outsourcing Solutions Inc.,Support Services (Industrial Goods and Services),True
Outsourcing Solutions Inc.,"Pamlico Capital Management, LP",SPTRD481712,1999-12-14,,,1033253,Outsourcing Solutions Inc.,Support Services (Industrial Goods and Services),True
Outsourcing Solutions Inc.,"McCown De Leeuw & Co., Inc.",,,SPTRD481712,1999-12-14,1033253,Outsourcing Solutions Inc.,Support Services (Industrial Goods and Services),True
"Oxford Health Plans, LLC","Credit Suisse Private Equity, LLC",SPTRD520554,2001-02-16,,,183038,"Oxford Health Plans, LLC",Health Care Equipment and Services,False
"Oxford Health Plans, LLC","TPG Capital, L.P.",,,SPTRD520555,2002-02-26,183038,"Oxford Health Plans, LLC",Health Care Equipment and Services,False
"Oxford Health Plans, LLC","TPG Partners II, L.P.",,,SPTRD520555,2002-02-26,183038,"Oxford Health Plans, LLC",Health Care Equipment and Services,False
P&H Solutions Inc.,"ACI Worldwide, Inc. (NASDAQGS:ACIW)",SPTRD127269,2006-09-29,,,1431614,P&H Solutions Inc.,Software and Computer Services,True
P&H Solutions Inc.,"ACI Worldwide, Inc. (NASDAQGS:ACIW)",SPTRD127269,2006-09-29,,,2568782,P&H Solutions Inc.,Software and Computer Services | Financial Services,True
P&H Solutions Inc.,"P&H Solutions, Inc.",,,SPTRD127269,2006-09-29,1431614,P&H Solutions Inc.,Software and Computer Services,True
P&H Solutions Inc.,"P&H Solutions, Inc.",,,SPTRD127269,2006-09-29,2568782,P&H Solutions Inc.,Software and Computer Services | Financial Services,True
"Pac-West Telecomm, Inc.","SCP Private Equity Partners, L.P.",SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","Safeguard Scientifics, Inc. (OTCQX:SFES)",SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.",SCP Partners,SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","William Blair Capital Partners, L.L.C.",SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.",TL Ventures III L.P.,SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.",EnerTech Capital,SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","William Blair Capital Partners VI, L.P.",SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.",TL Ventures,SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","EnerTech Capital Partners I, L.P.",SPTRD1380305,1998-09-16,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","UniPoint Holdings, Inc.",SPTRD588537,2012-09-07,,,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","Pac-West Telecomm, Inc. (:PACW)",,,SPTRD1380305,1998-09-16,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
"Pac-West Telecomm, Inc.","Hercules Capital, Inc. (NYSE:HTGC)",,,SPTRD588537,2012-09-07,86007,"Pac-West Telecomm, Inc.",Telecommunications,True
Pacific Capital Bancorp,SB Acquisition Company LLC,SPTRD152558,2010-08-31,SPTRD162591,2012-12-01,12463,Pacific Capital Bancorp,Banks,True
Pacific Capital Bancorp,"Mitsubishi UFJ Financial Group, Inc. (TSE:8306)",SPTRD162591,2012-12-01,,,12463,Pacific Capital Bancorp,Banks,True
Pacific Capital Bancorp,Pacific Capital Bancorp (:PCBC),,,SPTRD152558,2010-08-31,12463,Pacific Capital Bancorp,Banks,True
Pacific Mercantile Bancorp,"Patriot Financial Partners III, L.P.",SPTRD1482968,2018-09-14,,,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,"Patriot Financial Manager, L.P.",SPTRD1482968,2018-09-14,,,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,"Banc of California, Inc. (:BANC)",SPTRD1820369,2021-10-18,,,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,Carpenter & Company,,,SPTRD1482968,2018-09-14,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,Carpenter Community BancFund-A LP,,,SPTRD1482968,2018-09-14,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,"Carpenter Community BancFund, L.P.",,,SPTRD1482968,2018-09-14,47164,Pacific Mercantile Bancorp,Banks,True
Pacific Mercantile Bancorp,Pacific Mercantile Bancorp (:PMBC),,,SPTRD1820369,2021-10-18,47164,Pacific Mercantile Bancorp,Banks,True
PAETEC Holding Corp.,"Windstream Holdings II, LLC (:WINM.Q)",SPTRD159079,2011-11-30,,,10798,PAETEC Holding Corp.,Telecommunications,False
PAETEC Holding Corp.,PAETEC Holding Corp. (:PAET),,,SPTRD159079,2011-11-30,10798,PAETEC Holding Corp.,Telecommunications,False
"Palace Sports & Entertainment, Inc.","Platinum Equity, LLC",SPTRD157493,2011-06-01,,,578654,"Palace Sports & Entertainment, Inc.",Travel and Leisure,True
"Palace Sports & Entertainment, Inc.","Palace Sports & Entertainment, LLC",,,SPTRD157493,2011-06-01,578654,"Palace Sports & Entertainment, Inc.",Travel and Leisure,True
"Palm Beach Tan, Inc.","Chatham Capital Partners, Inc.",,,SPTRD1876073,2010-12-31,1209903,"Palm Beach Tan, Inc.",Personal and Household Goods,True
"Palmetto Bancshares, Inc.",CapGen Capital Group V LP,SPTRD153138,2010-10-07,,,41495,"Palmetto Bancshares, Inc.",Banks,True
"Palmetto Bancshares, Inc.","Patriot Financial Manager, L.P.",SPTRD153138,2010-10-07,,,41495,"Palmetto Bancshares, Inc.",Banks,True
"Palmetto Bancshares, Inc.","Maltese Capital Management, LLC",SPTRD153138,2010-10-07,,,41495,"Palmetto Bancshares, Inc.",Banks,True
"Palmetto Bancshares, Inc.","United Community Banks, Inc. (NYSE:UCB)",SPTRD201565,2015-09-01,,,41495,"Palmetto Bancshares, Inc.",Banks,True
"Palmetto Bancshares, Inc.","Palmetto Bancshares, Inc. (:PLMT)",,,SPTRD201565,2015-09-01,41495,"Palmetto Bancshares, Inc.",Banks,True
"Palomar Holdings, Inc.","Genstar Capital, LLC",,,SPTRD1775068,2020-05-31,609551,"Palomar Holdings, Inc.",Insurance | Financial Services,True
"Panther Expedited Services, Inc.",ArcBest Corporation (NASDAQGS:ARCB),SPTRD399036,2012-06-15,,,1447174,"Panther Expedited Services, Inc.",Automobiles and Parts,True
"Panther Expedited Services, Inc.","York Street Mezzanine Partners II, L.P.",,,SPTRD399036,2012-06-15,1447174,"Panther Expedited Services, Inc.",Automobiles and Parts,True
"Panther Expedited Services, Inc.","York Street Mezzanine Partners, L.P.",,,SPTRD399036,2012-06-15,1447174,"Panther Expedited Services, Inc.",Automobiles and Parts,True
"Panther Expedited Services, Inc.","Fenway Partners, LLC",,,SPTRD399036,2012-06-15,1447174,"Panther Expedited Services, Inc.",Automobiles and Parts,True
"Panther Expedited Services, Inc.","York Street Capital Partners, LLC",,,SPTRD399036,2012-06-15,1447174,"Panther Expedited Services, Inc.",Automobiles and Parts,True
"PaR Systems, Inc.","American Capital, Ltd. (:ACAS)",SPTRD534090,2002-04-01,,,1442914,"PaR Systems, Inc.",Industrial Engineering | Automobiles and Parts,True
"PaR Systems, Inc.","Pohlad Companies, Inc.",SPTRD971036,2017-10-31,,,1442914,"PaR Systems, Inc.",Industrial Engineering | Automobiles and Parts,True
"PaR Systems, Inc.",Massachusetts Mutual Life Insurance Company,,,SPTRD534090,2002-04-01,1442914,"PaR Systems, Inc.",Industrial Engineering | Automobiles and Parts,True
"PaR Systems, Inc.",MML Capital Partners,,,SPTRD971036,2017-10-31,1442914,"PaR Systems, Inc.",Industrial Engineering | Automobiles and Parts,True
"Paradigm Packaging, Inc.","Linsalata Capital Partners, Inc",SPTRD1078871,2001-01-08,,,1448094,"Paradigm Packaging, Inc.",Automobiles and Parts,True
"Paradigm Packaging, Inc.",Communisis Limited (:CMS),,,SPTRD1078871,2001-01-08,1448094,"Paradigm Packaging, Inc.",Automobiles and Parts,True
"Parakey, Inc.","Meta Platforms, Inc. (NASDAQGS:META)",SPTRD134267,2007-07-19,,,1207613,"Parakey, Inc.",Software and Computer Services,True
"Parakey, Inc.","Parakey, Inc.",,,SPTRD134267,2007-07-19,1207613,"Parakey, Inc.",Software and Computer Services,True
"Parlano, Inc.",Golden Gate Capital,SPTRD1160601,2003-06-05,,,1209113,"Parlano, Inc.",Software and Computer Services,True
"Parlano, Inc.",Oak Investment Partners,SPTRD1160601,2003-06-05,,,1209113,"Parlano, Inc.",Software and Computer Services,True
"Parlano, Inc.",Enivid Inc. (:DVIN.Q),,,SPTRD1160601,2003-06-05,1209113,"Parlano, Inc.",Software and Computer Services,True
Passport Health Communications Inc.,"Great Hill Partners, LP",SPTRD169107,2008-07-31,,,617834,Passport Health Communications Inc.,Health Care Equipment and Services | Software and Computer Services,True
Passport Health Communications Inc.,"Spectrum Equity Management, L.P.",SPTRD169107,2008-07-31,,,617834,Passport Health Communications Inc.,Health Care Equipment and Services | Software and Computer Services,True
Passport Health Communications Inc.,"Experian Health, Inc.",,,SPTRD169107,2008-07-31,617834,Passport Health Communications Inc.,Health Care Equipment and Services | Software and Computer Services,True
"Pathfire, Inc.","Digital Generation, Inc. (:DGIT)",SPTRD132014,2007-06-04,,,1058728,"Pathfire, Inc.",Telecommunications,True
"Pathfire, Inc.","Pathfire, Inc.",,,SPTRD132014,2007-06-04,1058728,"Pathfire, Inc.",Telecommunications,True
"Patient Safety Technologies, Inc.",Stryker Corporation (NYSE:SYK),SPTRD411786,2014-03-24,,,48775,"Patient Safety Technologies, Inc.",Health Care Equipment and Services,True
"Patient Safety Technologies, Inc.","Tytan Holdings, Inc. (OTCEM:TYTN)",SPTRD689158,,,,48775,"Patient Safety Technologies, Inc.",Health Care Equipment and Services,True
"Patient Safety Technologies, Inc.","Catalysis Offshore, Ltd.",,,SPTRD411786,2014-03-24,48775,"Patient Safety Technologies, Inc.",Health Care Equipment and Services,True
"Patient Safety Technologies, Inc.","Aphelion Medical Fund, L.P.",,,SPTRD411786,2014-03-24,48775,"Patient Safety Technologies, Inc.",Health Care Equipment and Services,True
