SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,reprisk_id,company_name_reprisk,sectors,no_reported_risk_exposure
"Inphonic, Inc. (OTCPK:INPC)",4150709,"Inphonic, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [TCMI Inc.;Riggs Capital Partners;Spring Capital Partners, L.P.;Mid-Atlantic Venture Funds;The Aurora Funds, Inc.;RAF Ventures, Inc.;Minotaur Capital Management, Inc.;Paul Capital;ABS Capital Partners, Inc.;RAF Industries, Inc.;Osage Partners LLC;Sonera Venture Capital;MK Capital;MacAndrews & Forbes Incorporated;New Atlantic Ventures;Intersouth Partners;Sequel Venture Partners;Southeast Interactive Technology Funds;Sculley Brothers, L.L.C.;Venture Investment Partners, LLC;Core Management II Corporation;Harbert Venture Partners, LLC;Winfield Capital Corp. (OTCPK:WNF) (OTCPK : WNF);First Analysis Corporation;Argosy Capital Group, Inc.;BV Group Ventures, LLC]",14666,InPhonic Inc,Retail,True
"Inpowered, Inc",4389602,"Inpowered, Inc",Operating,Private Company,Never Sponsor-Backed,2237968,Inpowered Inc,Media | Software and Computer Services,True
"In-Q-Tel, Inc.",4377251,"In-Q-Tel, Inc.",Operating,Private Company,Never Sponsor-Backed,130448,In-Q-Tel Inc,Financial Services,False
"Inscape Publishing, LLC",4314053,"Inscape Publishing, LLC",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [The Riverside Company;Fort Point Capital, LLC;New Canaan Funding LLC;Sentinel Capital Partners, L.L.C.]",1025113,Inscape Publishing LLC,Support Services (Industrial Goods and Services),True
"InsCorp, Inc. (OTCQX:IBTN)",4056945,"InsCorp, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [EJF Capital LLC],2364978,Inscorp Inc,Banks,True
"InsideVenture, Inc.",4243308,"InsideVenture, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [New Enterprise Associates, Inc.]",205230,InsideVenture Inc,Banks | Support Services (Industrial Goods and Services),True
"Insight Enterprises, Inc. (NASDAQGS:NSIT)",4150271,"Insight Enterprises, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [ValueAct Capital Management, L.P.;AZCrown Ventures LLC]",12741,Insight Enterprises Inc,Technology Hardware and Equipment,False
"Inspire Financial Group, Inc.",4309679,"Inspire Financial Group, Inc.",Operating,Private Company,Never Sponsor-Backed,1252554,Inspire Financial Group INC,Financial Services,True
"INSPIRIS, Inc.",4282143,"INSPIRIS, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Crosspoint Venture Partners;Blue Chip Venture Company, Ltd.;River Cities Capital Fund Management;Allos Ventures;Accel Partners;Pacific Venture Group;Versant Venture Management, LLC;Enterprise Partners Venture Capital;Envest Ventures, LLC]",2153928,Inspiris Inc,Health Care Equipment and Services,True
"Instavest, Inc.",4585169,"Instavest, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Cherubic Ventures;Y Combinator Management, LLC;FundersClub Inc.]",1255579,Instavest INC,Financial Services,True
Instinet Incorporated,4245057,Instinet Incorporated,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Advent International, L.P.]",1260844,INSTINET Incorporated,Financial Services,True
Integral Development Corp.,4104794,Integral Development Corp.,Operating,Private Company,"Pending or Current Sponsor-Backed [Adams Street Partners, LLC;Sand Hill Capital;Mezzanine Capital Partners;Morgan Stanley Private Equity;Windspeed Ventures;Hudson Venture Partners, L.P.;Mitsubishi UFJ Capital Co., Ltd.;Pinebridge Capital Partners, Inc.;Accel Partners;Mizuho Capital Co., Ltd.;Bain Capital Private Equity, LP;Vistara Growth]

Prior Sponsor-Backed [Nassau Capital, L.L.C.;Ignite Group;ABN AMRO Private Equity (US);DeA Capital S.p.A. (BIT:DEA) (BIT : DEA);Pivotal Asset Management, L.L.C.]",567780,Integral Development Corp,Software and Computer Services,True
"Integrated BioPharma, Inc. (OTCQX:INBP)",4095942,"Integrated BioPharma, Inc.",Operating,Public Company,"Prior Sponsor-Backed [IIG Equity Opportunities Fund;Alexandra Investment Management, LLC;Imperium Partners Group, LLC, Prior to Change in Line of Business]",53413,Integrated Biopharma Inc,Food and Beverage,True
"Integrated Decision Systems, Inc.",4104993,"Integrated Decision Systems, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Shelter Capital Partners;FTV Management Company, L.P.]",610169,Integrated Decision Systems Inc,Software and Computer Services | Financial Services,True
"Integrity Media, Inc. (NASDAQGM:ITGR)",4149556,"Integrity Media, Inc.",Operating,Private Company,Prior Sponsor-Backed [Cyprium Investment Partners LLC],1075498,"Integrity Media, Inc.",Telecommunications,True
"Integrys Holding, Inc. (NYSE:TEG)",4057067,"Integrys Holding, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [BlackRock Fund Advisors],298497,Integrys Holding Inc,Financial Services,True
Intelefilm Corp. (OTCPK:FILM),4152324,Intelefilm Corp.,Operating,Private Company,Never Sponsor-Backed,58709,Intelefilm Corp,Software and Computer Services,True
"Intelius, Inc.",4233202,"Intelius, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [H.I.G. Capital, LLC]

Prior Sponsor-Backed [H.I.G. Growth Partners, LLC;XML Fund]",101659,Intelius Inc,Software and Computer Services,False
"IntelliClaim, Inc.",4103190,"IntelliClaim, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Peloton Equity, LLC;Tullis Health Investors of Florida LLC]",2190443,Intelliclaim INC,Pharmaceuticals and Biotechnology,True
"Intelligent Beauty, Inc.",4293026,"Intelligent Beauty, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Hercules Capital, Inc. (NYSE:HTGC) (NYSE : HTGC);Crosscut Ventures Management, LLC;TriplePoint Capital, LLC;TCMI Inc.]",157459,Intelligent Beauty Inc,Retail,False
"Intelligent Results, Inc.",4154516,"Intelligent Results, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Menlo Ventures Management, L.P.;Ignition Partners;OVP Venture Partners]",1249389,Intelligent Results INC,Software and Computer Services,True
"IntelliSpace, Inc.",4276672,"IntelliSpace, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Athenian Venture Partners;GMG Capital Partners, L.P.;J.P. Morgan Partners, LLC;Weston Presidio Service Company, LLC;Halpern, Denny & Co.]",1054223,Intellispace INC,Telecommunications,True
Interactive Brand Development Inc. (OTCPK:IBD),4151869,Interactive Brand Development Inc.,Operating,Private Company,Pending or Current Sponsor-Backed [Sandell Asset Management Corp.],58937,Interactive Brand Development Inc,Media,True
"Interactive Brokers Group, Inc. (NASDAQGS:IBKR)",4153870,"Interactive Brokers Group, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.;TCMI Inc.]

Prior Sponsor-Backed [Bregal Sagemount]",6826,Interactive Brokers Group Inc,Financial Services,False
"Interactive Communications International, Inc.",4115543,"Interactive Communications International, Inc.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [ITC Holding Company, LLC;Real Investment Management Inc.;Kinetic Ventures, L.L.C.;TTV Capital LLC]",227128,Interactive Communications International Inc,Support Services (Industrial Goods and Services) | Financial Services,True
"Interactive Health Solutions, Inc.",4306378,"Interactive Health Solutions, Inc.",Liquidating,Private Company,"Prior Sponsor-Backed [InTandem Capital Partners, LLC;PennantPark Investment Advisers, LLC;CI Capital Partners LLC;FFL Partners, LLC]",1337449,Interactive Health Solutions Inc,Health Care Equipment and Services,True
"Interactive Supercomputing, Inc.",4242335,"Interactive Supercomputing, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Flagship Pioneering, Inc;Converge;Flagship Venture Partners LLC;Ascent Venture Partners, LLC;Fletcher Spaght Ventures, LP;Rock Maple Ventures;Alloy Labs]",1261739,Interactive Supercomputing Inc,Software and Computer Services,True
"Interep National Radio Sales, Inc. (OTCPK:IREP)",4133000,"Interep National Radio Sales, Inc.",Liquidating,Private Company,Prior Sponsor-Backed [Providence Equity Partners L.L.C.;Eos],57171,Interep National Radio Sales Inc,Media,True
Interface Financial Corp.,7533839,Interface Financial Corp.,Operating Subsidiary,Private Company,Prior Sponsor-Backed [Emona Capital LLP],1270119,Interface Financial Corp,Financial Services,True
Interinvest Corp Inc,111373,Interinvest Corp Inc,Out of Business,Private Company,Never Sponsor-Backed,163253,Interinvest Corp Inc,Financial Services,False
Interlink Global Corp. (OTCPK:ILKG),4152022,Interlink Global Corp.,Operating,Private Company,"Pending or Current Sponsor-Backed [Vicis Capital, LLC]",86058,Interlink Global Corp,Telecommunications,True
"Intermedia Communications, Inc. (NASDAQGM:ICIX)",4057195,"Intermedia Communications, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [KKR & Co. Inc. (NYSE:KKR) (NYSE : KKR);Apax Partners, Inc.;Community Investment Partners, L.P.;Apax Partners LLP;Flagship Pioneering, Inc;R M Goff and Company LLC;MBW Venture Partners]",492017,Intermedia Communications Inc,Telecommunications,True
"InterMetro Communications, Inc. (OTCPK:IMTO)",4135275,"InterMetro Communications, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [Moriah Capital L.P.;ACMH Limited (AIM:ACMH) (AIM : ACMH);FM Fund Management Limited],54006,InterMetro Communications Inc,Telecommunications,True
Intermountain Community Bancorp (NASDAQCM:IMCB),1981077,Intermountain Community Bancorp,Acquired,Private Company,"Prior Sponsor-Backed [Stadium Capital Management, LLC;Castle Creek Advisors VIII LLC;Ulysses Management LLC;Covenant Financial Services, LLC]",56150,Intermountain Community Bancorp,Banks,True
"Intermountain Industries, Inc.",4210032,"Intermountain Industries, Inc.",Operating,Private Company,Never Sponsor-Backed,2035752,Intermountain Industries INC,Utilities,True
"International Card Establishment, Inc. (OTCEM:ICRD)",4089850,"International Card Establishment, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Professional Traders Management, LLC;M.A.G. Capital, LLC;Hudson Bay Capital Management LP;Rock Hill Investment Management, LP;N.I.R. Group, LLC]

Prior Sponsor-Backed [Iroquois Capital Management, LLC;OTAPE Investments LLC;Bristol Capital Advisors LLC;Alpha Capital Anstalt;Stonestreet Limited Partnership;Greenwich Growth Fund Ltd.;Whalehaven Fund Ltd.;AS Capital Partners LLC]",57147,International Card Establishment Inc,Support Services (Industrial Goods and Services),True
"International Communications Group, Inc.",4151689,"International Communications Group, Inc.",Operating,Private Company,Never Sponsor-Backed,302451,International Communications Group Inc,Telecommunications,False
"International Medical Group, Inc.",4391683,"International Medical Group, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [ABRY Partners, LLC;Altaris, LLC;Galen Partners]",205406,International Medical Group Inc,Insurance,True
"International Securities Exchange Holdings, Inc. (NYSE:ISE)",4093878,"International Securities Exchange Holdings, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Goldman Sachs Asset Management, L.P.;Bear Stearns Asset Management Inc.;Wolverine Holdings L.P.;Morgan Stanley Investment Management Inc.]",72865,International Securities Exchange Holdings Inc,Financial Services,False
"Internet America, Inc. (OTCPK:GEEK)",4158363,"Internet America, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [GulfSouth Capital, Inc.]

Prior Sponsor-Backed [Houston Ventures]",52374,Internet America Inc,Software and Computer Services,True
"InternetArray, Inc. (OTCEM:INAR)",4234329,"InternetArray, Inc.",Operating,Public Company,Prior Sponsor-Backed [Guerrilla Capital Management LLC],51085,InternetArray Inc,Health Care Equipment and Services | Software and Computer Services,True
Intersections Inc. (NASDAQGM:INTX),4290622,Intersections Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [General Catalyst Group Management, LLC;WndrCo Holdings, LLC;Osmium Partners, LLC]

Prior Sponsor-Backed [CCP Equity Partners;Loeb Holding Corporation;Peak6 Group LLC;Castle Creek Partners, LP;Fleet Development Ventures, LLC;MCP Global Limited]",45227,Intersections Inc,Financial Services,False
"Interstate Waste Services, Inc.",4334298,"Interstate Waste Services, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Prophet Equity LLC;Littlejohn & Co., LLC;Ares Management Corporation (NYSE:ARES) (NYSE : ARES)]

Prior Sponsor-Backed [Highstar Capital;Summer Street Capital Partners, LLC;Ironwood Capital;Alliance Mezzanine Investors, L.P.;Ironwood Capital Advisors III LLC]",1244972,Interstate Waste Services Inc,Support Services (Industrial Goods and Services),False
"Intertel, Inc.",4043660,"Intertel, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Francisco Partners Management, L.P.]",598154,Inter-tel Inc,Technology Hardware and Equipment | Software and Computer Services,True
Interval Acquisition Corp.,4158127,Interval Acquisition Corp.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Willis Stein & Partners, L.L.C.]",217078,Interval Acquisition Corp,Travel and Leisure,True
"Interwise, Inc.",4173104,"Interwise, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [GE Equity;The Challenge Fund - Etgar L.P.;Hercules Capital, Inc. (NYSE:HTGC) (NYSE : HTGC);Sapphire Ventures, LLC;Allianz Specialized Investments Ltd;Dash Securities and Investments Ltd. (TASE:DSIN) (TASE : DSIN);Financial Force Ltd (TASE:FNFR.M) (TASE : FNFR.M);Wall Street Technology Partners LP;Leeds Equity Advisors LLC;TPG Capital, L.P.;Gimv NV (ENXTBR:GIMB) (ENXTBR : GIMB);Accenture Technology Ventures;Morgan Keegan Ventures;Madison Technology Ventures;Lazard Technology Partners;Velocity Financial Group, Inc.;CIBC Capital Partners;STI Ventures NV;Link Technologies Venture Capital;Silicom Ventures LLC]",1468819,Interwise INC,Software and Computer Services,True
"IntraLinks Holdings, Inc. (NYSE:IL)",4256310,"IntraLinks Holdings, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Goldman Sachs Asset Management, L.P.;Canaan Management, Inc.;Ulysses Management LLC;Altai Capital Management, L.P.;Freshford Capital Management, LLC;TowerBrook Capital Partners L.P.;Johnson & Johnson Innovation - JJDC, Inc.;EuclidSR Partners;Sculley Brothers, L.L.C.;Smart Technology Ventures;Lago Ventures Ltd.;Cannell Capital LLC;Perseus, L.L.C.;Park West Asset Management LLC;Calvert Capital Management Company;TA Associates Management, L.P.;Corporate Venture Partners;DB eVentures;Portview Communications Partners LP;J.P. Morgan Partners, LLC;Apax Partners LLP;Siris Capital Group, LLC;Emigrant Capital Corp.;Adams Capital Management, Inc.;New York City Investment Fund Manager, Inc.;Solar Group S.A.;GSC Group Inc.;Pamlico Capital Management, LP;Rho Capital Partners, Inc.;Apax Partners, Inc.;Inclusive Ventures, LLC;New York Community Investment Company;DB Capital Venture Partners]",99387,IntraLinks Holdings Inc,Software and Computer Services,False
"Intraware, Inc. (NASDAQGM:ITRA)",4329340,"Intraware, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Canaan Management, Inc.;BlackRock Institutional Trust Company, National Association;Passport Capital, LLC;EnTrustPermal Management LLC;Primarius Capital, LLC;MicroCapital LLC;Kleinheinz Capital Partners, Inc.;Comvest Advisors, LLC;WI Harper Group;Heights Capital Management, Inc.;Kleiner Perkins Caufield & Byers;TCMI Inc.;Attractor Investment Management Inc.;Barksdale Group;Apodaca Investment Partners;Capital One Ventures, Inc.;Cheng Xin Venture Capital Group;Apex Capital, LLC;J.P. Morgan Partners, LLC;Downsview Capital, Inc.;Edison Partners Management, LLC;J.F. Shea Venture Capital;Marshall Capital Management;Harvard Investments, Inc.]",99239,Intraware Inc,Software and Computer Services,True
"Intrepid Potash, Inc. (NYSE:IPI)",4351319,"Intrepid Potash, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Fidelity Management & Research Company LLC]

Prior Sponsor-Backed [Mfs Investment Management Company (Lux) S.À R.L.;NB Alternatives Advisers LLC;PRV Management, LP;Neuberger Berman Group LLC;NB Alternative Fund Management LLC]",8742,Intrepid Potash Inc,Mining,False
"Intrinsity, Inc.",4257585,"Intrinsity, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [The Hillman Company;Northwater Capital Management Inc.;Altitude Capital Partners;Adams Capital Management, Inc.;Goldman Sachs Asset Management, L.P.]",1463279,Intrinsity INC,Software and Computer Services,True
Intuit Inc. (NASDAQGS:INTU),4048157,Intuit Inc.,Operating,Public Company,"Pending or Current Sponsor-Backed [Glynn Capital Management, LLC;Turki Almadhi Ventures Inc.;T. Rowe Price Associates, Inc.;Fidelity Management & Research Company LLC]

Prior Sponsor-Backed [Integral Capital Partners;August Capital Master Management Company, LLC;Sierra Ventures Management, LLC;Warburg Pincus LLC;Crown Advisors International Ltd, Prior to Change in Line of Business;Kleiner Perkins Caufield & Byers;Invesco Private Capital, Inc.;ETF Group]",7187,Intuit Inc,Software and Computer Services,False
"Inuvo, Inc. (NYSEAM:INUV)",4246329,"Inuvo, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Onset Ventures;Patrick Investments, LLC;Heights Capital Management, Inc.;Jericho Capital Corp.;Herald Investment Management Ltd.;Bridgehampton Capital Management LLC]

Prior Sponsor-Backed [Magnetar Capital Partners, LP;Tiger Technology Management LLC;Bear Growth Capital Partners, LP;Oberweis Asset Management, Inc.;Fort Mason Capital;Harbinger Capital Partners LLC;Iroquois Capital Management, LLC;Mission Ventures Operating Company, LLC;William Blair Investment Management, LLC;Crestview Capital Funds;Heller Capital Partners]",43584,Inuvo Inc,Media | Software and Computer Services,True
InvenTrust Properties Corp. (NYSE:IVT),4098709,InvenTrust Properties Corp.,Operating,Public Company,Pending or Current Sponsor-Backed [Comrit Investments 1 LP;CMG Partners LLC],2079387,InvenTrust Properties Corp,Financial Services,True
